Year,Geographical Location,Income decile,Income,Highest-to-Lowest Average Income Ratio, Income Range
2000,Newfoundland and Labrador,Eighth decile,73100,NA,NA
2000,Newfoundland and Labrador,Ninth decile,92000,NA,NA
2000,Newfoundland and Labrador,Highest decile,136700,NA,NA
2000,Prince Edward Island,Total deciles,54300,13.333333333333334,129500
2000,Prince Edward Island,Lowest decile,10500,NA,NA
2000,Prince Edward Island,Second decile,20600,NA,NA
2000,Prince Edward Island,Third decile,28200,NA,NA
2000,Prince Edward Island,Fourth decile,34500,NA,NA
2000,Prince Edward Island,Fifth decile,40700,NA,NA
2000,Prince Edward Island,Sixth decile,49500,NA,NA
2000,Prince Edward Island,Seventh decile,59900,NA,NA
2000,Prince Edward Island,Eighth decile,70700,NA,NA
2000,Prince Edward Island,Ninth decile,88200,NA,NA
2000,Prince Edward Island,Highest decile,140000,NA,NA
2000,Nova Scotia,Total deciles,55800,15,131600
2000,Nova Scotia,Lowest decile,9400,NA,NA
2000,Nova Scotia,Second decile,19600,NA,NA
2000,Nova Scotia,Third decile,26500,NA,NA
2000,Nova Scotia,Fourth decile,34500,NA,NA
2000,Nova Scotia,Fifth decile,42800,NA,NA
2000,Nova Scotia,Sixth decile,51600,NA,NA
2000,Nova Scotia,Seventh decile,62500,NA,NA
2000,Nova Scotia,Eighth decile,75200,NA,NA
2000,Nova Scotia,Ninth decile,94500,NA,NA
2000,Nova Scotia,Highest decile,141000,NA,NA
2000,New Brunswick,Total deciles,55600,13.764705882352942,130200
2000,New Brunswick,Lowest decile,10200,NA,NA
2000,New Brunswick,Second decile,20000,NA,NA
2000,New Brunswick,Third decile,27300,NA,NA
2000,New Brunswick,Fourth decile,35500,NA,NA
2000,New Brunswick,Fifth decile,43300,NA,NA
2000,New Brunswick,Sixth decile,51700,NA,NA
2000,New Brunswick,Seventh decile,61400,NA,NA
2000,New Brunswick,Eighth decile,74000,NA,NA
2000,New Brunswick,Ninth decile,92200,NA,NA
2000,New Brunswick,Highest decile,140400,NA,NA
2000,Quebec,Total deciles,55500,15.041237113402062,136200
2000,Quebec,Lowest decile,9700,NA,NA
2000,Quebec,Second decile,19500,NA,NA
2000,Quebec,Third decile,26800,NA,NA
2000,Quebec,Fourth decile,34700,NA,NA
2000,Quebec,Fifth decile,42200,NA,NA
2000,Quebec,Sixth decile,50900,NA,NA
2000,Quebec,Seventh decile,61400,NA,NA
2000,Quebec,Eighth decile,73000,NA,NA
2000,Quebec,Ninth decile,91400,NA,NA
2000,Quebec,Highest decile,145900,NA,NA
2000,Ontario,Total deciles,74300,20.94,199400
2000,Ontario,Lowest decile,10000,NA,NA
2000,Ontario,Second decile,24300,NA,NA
2000,Ontario,Third decile,35300,NA,NA
2000,Ontario,Fourth decile,44800,NA,NA
2000,Ontario,Fifth decile,55000,NA,NA
2000,Ontario,Sixth decile,67300,NA,NA
2000,Ontario,Seventh decile,80800,NA,NA
2000,Ontario,Eighth decile,97100,NA,NA
2000,Ontario,Ninth decile,119600,NA,NA
2000,Ontario,Highest decile,209400,NA,NA
2000,Prairie provinces,Total deciles,63600,17.350515463917525,158600
2000,Prairie provinces,Lowest decile,9700,NA,NA
2000,Prairie provinces,Second decile,21900,NA,NA
2000,Prairie provinces,Third decile,30200,NA,NA
2000,Prairie provinces,Fourth decile,39100,NA,NA
2000,Prairie provinces,Fifth decile,48400,NA,NA
2000,Prairie provinces,Sixth decile,59000,NA,NA
2000,Prairie provinces,Seventh decile,70500,NA,NA
2000,Prairie provinces,Eighth decile,83700,NA,NA
2000,Prairie provinces,Ninth decile,104800,NA,NA
2000,Prairie provinces,Highest decile,168300,NA,NA
2000,Manitoba,Total deciles,57800,12.981981981981981,133000
2000,Manitoba,Lowest decile,11100,NA,NA
2000,Manitoba,Second decile,21100,NA,NA
2000,Manitoba,Third decile,27600,NA,NA
2000,Manitoba,Fourth decile,35900,NA,NA
2000,Manitoba,Fifth decile,44800,NA,NA
2000,Manitoba,Sixth decile,54100,NA,NA
2000,Manitoba,Seventh decile,64900,NA,NA
2000,Manitoba,Eighth decile,78000,NA,NA
2000,Manitoba,Ninth decile,96500,NA,NA
2000,Manitoba,Highest decile,144100,NA,NA
2000,Saskatchewan,Total deciles,55400,16.511904761904763,130300
2000,Saskatchewan,Lowest decile,8400,NA,NA
2000,Saskatchewan,Second decile,19700,NA,NA
2000,Saskatchewan,Third decile,27500,NA,NA
2000,Saskatchewan,Fourth decile,35400,NA,NA
2000,Saskatchewan,Fifth decile,43100,NA,NA
2000,Saskatchewan,Sixth decile,51300,NA,NA
2000,Saskatchewan,Seventh decile,62400,NA,NA
2000,Saskatchewan,Eighth decile,75200,NA,NA
2000,Saskatchewan,Ninth decile,92700,NA,NA
2000,Saskatchewan,Highest decile,138700,NA,NA
2000,Alberta,Total deciles,68300,18.775510204081634,174200
2000,Alberta,Lowest decile,9800,NA,NA
2000,Alberta,Second decile,23100,NA,NA
2000,Alberta,Third decile,32400,NA,NA
2000,Alberta,Fourth decile,41800,NA,NA
2000,Alberta,Fifth decile,52400,NA,NA
2000,Alberta,Sixth decile,63700,NA,NA
2000,Alberta,Seventh decile,74600,NA,NA
2000,Alberta,Eighth decile,89200,NA,NA
2000,Alberta,Ninth decile,112300,NA,NA
2000,Alberta,Highest decile,184000,NA,NA
2000,British Columbia,Total deciles,60100,158.5,157500
2000,British Columbia,Lowest decile,1000,NA,NA
2000,British Columbia,Second decile,19900,NA,NA
2000,British Columbia,Third decile,28000,NA,NA
2000,British Columbia,Fourth decile,36300,NA,NA
2000,British Columbia,Fifth decile,45400,NA,NA
2000,British Columbia,Sixth decile,55800,NA,NA
2000,British Columbia,Seventh decile,68000,NA,NA
2000,British Columbia,Eighth decile,83000,NA,NA
2000,British Columbia,Ninth decile,104800,NA,NA
2000,British Columbia,Highest decile,158500,NA,NA
2001,Canada,Total deciles,67000,18.46,174600
2001,Canada,Lowest decile,10000,NA,NA
2001,Canada,Second decile,22200,NA,NA
2001,Canada,Third decile,31400,NA,NA
2001,Canada,Fourth decile,40500,NA,NA
2001,Canada,Fifth decile,49800,NA,NA
2001,Canada,Sixth decile,60200,NA,NA
2001,Canada,Seventh decile,72900,NA,NA
2001,Canada,Eighth decile,88000,NA,NA
2001,Canada,Ninth decile,110100,NA,NA
2001,Canada,Highest decile,184600,NA,NA
2001,Atlantic provinces,Total deciles,56700,13.69811320754717,134600
2001,Atlantic provinces,Lowest decile,10600,NA,NA
2001,Atlantic provinces,Second decile,20200,NA,NA
2001,Atlantic provinces,Third decile,27700,NA,NA
2001,Atlantic provinces,Fourth decile,35500,NA,NA
2001,Atlantic provinces,Fifth decile,43000,NA,NA
2001,Atlantic provinces,Sixth decile,52300,NA,NA
2001,Atlantic provinces,Seventh decile,62700,NA,NA
2001,Atlantic provinces,Eighth decile,75500,NA,NA
2001,Atlantic provinces,Ninth decile,94500,NA,NA
2001,Atlantic provinces,Highest decile,145200,NA,NA
2001,Newfoundland and Labrador,Total deciles,54700,11.860869565217392,124900
2001,Newfoundland and Labrador,Lowest decile,11500,NA,NA
2001,Newfoundland and Labrador,Second decile,19900,NA,NA
2001,Newfoundland and Labrador,Third decile,28000,NA,NA
2001,Newfoundland and Labrador,Fourth decile,35500,NA,NA
2001,Newfoundland and Labrador,Fifth decile,41800,NA,NA
2001,Newfoundland and Labrador,Sixth decile,49500,NA,NA
2001,Newfoundland and Labrador,Seventh decile,59200,NA,NA
2001,Newfoundland and Labrador,Eighth decile,73500,NA,NA
2001,Newfoundland and Labrador,Ninth decile,91900,NA,NA
2001,Newfoundland and Labrador,Highest decile,136400,NA,NA
2001,Prince Edward Island,Total deciles,55500,10.813953488372093,126600
2001,Prince Edward Island,Lowest decile,12900,NA,NA
2001,Prince Edward Island,Second decile,21400,NA,NA
2001,Prince Edward Island,Third decile,28400,NA,NA
2001,Prince Edward Island,Fourth decile,34800,NA,NA
2001,Prince Edward Island,Fifth decile,41200,NA,NA
2001,Prince Edward Island,Sixth decile,50100,NA,NA
2001,Prince Edward Island,Seventh decile,61200,NA,NA
2001,Prince Edward Island,Eighth decile,73100,NA,NA
2001,Prince Edward Island,Ninth decile,92000,NA,NA
2001,Prince Edward Island,Highest decile,139500,NA,NA
2001,Nova Scotia,Total deciles,57500,15.350515463917526,139200
2001,Nova Scotia,Lowest decile,9700,NA,NA
2001,Nova Scotia,Second decile,20300,NA,NA
2001,Nova Scotia,Third decile,27700,NA,NA
2001,Nova Scotia,Fourth decile,35200,NA,NA
2001,Nova Scotia,Fifth decile,43300,NA,NA
2001,Nova Scotia,Sixth decile,53100,NA,NA
2001,Nova Scotia,Seventh decile,63700,NA,NA
2001,Nova Scotia,Eighth decile,76700,NA,NA
2001,Nova Scotia,Ninth decile,96400,NA,NA
2001,Nova Scotia,Highest decile,148900,NA,NA
2001,New Brunswick,Total deciles,57300,13.62037037037037,136300
2001,New Brunswick,Lowest decile,10800,NA,NA
2001,New Brunswick,Second decile,20100,NA,NA
2001,New Brunswick,Third decile,27600,NA,NA
2001,New Brunswick,Fourth decile,36000,NA,NA
2001,New Brunswick,Fifth decile,44100,NA,NA
2001,New Brunswick,Sixth decile,53600,NA,NA
2001,New Brunswick,Seventh decile,63800,NA,NA
2001,New Brunswick,Eighth decile,75500,NA,NA
2001,New Brunswick,Ninth decile,94300,NA,NA
2001,New Brunswick,Highest decile,147100,NA,NA
2001,Quebec,Total deciles,58000,14.903846153846153,144600
2001,Quebec,Lowest decile,10400,NA,NA
2001,Quebec,Second decile,20400,NA,NA
2001,Quebec,Third decile,28000,NA,NA
2001,Quebec,Fourth decile,35900,NA,NA
2001,Quebec,Fifth decile,44000,NA,NA
2001,Quebec,Sixth decile,52300,NA,NA
2001,Quebec,Seventh decile,62700,NA,NA
2001,Quebec,Eighth decile,76100,NA,NA
2001,Quebec,Ninth decile,94900,NA,NA
2001,Quebec,Highest decile,155000,NA,NA
2001,Ontario,Total deciles,76200,18.710526315789473,201900
2001,Ontario,Lowest decile,11400,NA,NA
2001,Ontario,Second decile,25300,NA,NA
2001,Ontario,Third decile,36600,NA,NA
2001,Ontario,Fourth decile,46500,NA,NA
2001,Ontario,Fifth decile,56700,NA,NA
2001,Ontario,Sixth decile,68700,NA,NA
2001,Ontario,Seventh decile,82400,NA,NA
2001,Ontario,Eighth decile,98800,NA,NA
2001,Ontario,Ninth decile,122800,NA,NA
2001,Ontario,Highest decile,213300,NA,NA
2001,Prairie provinces,Total deciles,67500,17.388349514563107,168800
2001,Prairie provinces,Lowest decile,10300,NA,NA
2001,Prairie provinces,Second decile,23300,NA,NA
2001,Prairie provinces,Third decile,31900,NA,NA
2001,Prairie provinces,Fourth decile,41300,NA,NA
2001,Prairie provinces,Fifth decile,51500,NA,NA
2001,Prairie provinces,Sixth decile,62700,NA,NA
2001,Prairie provinces,Seventh decile,75200,NA,NA
2001,Prairie provinces,Eighth decile,89500,NA,NA
2001,Prairie provinces,Ninth decile,110700,NA,NA
2001,Prairie provinces,Highest decile,179100,NA,NA
2001,Manitoba,Total deciles,59900,12.429752066115702,138300
2001,Manitoba,Lowest decile,12100,NA,NA
2001,Manitoba,Second decile,22300,NA,NA
2001,Manitoba,Third decile,29700,NA,NA
2001,Manitoba,Fourth decile,37800,NA,NA
2001,Manitoba,Fifth decile,46300,NA,NA
2001,Manitoba,Sixth decile,55800,NA,NA
2001,Manitoba,Seventh decile,66400,NA,NA
2001,Manitoba,Eighth decile,79700,NA,NA
2001,Manitoba,Ninth decile,98900,NA,NA
2001,Manitoba,Highest decile,150400,NA,NA
2001,Saskatchewan,Total deciles,58800,16.5,139500
2001,Saskatchewan,Lowest decile,9000,NA,NA
2001,Saskatchewan,Second decile,21300,NA,NA
2001,Saskatchewan,Third decile,29500,NA,NA
2001,Saskatchewan,Fourth decile,37400,NA,NA
2001,Saskatchewan,Fifth decile,45600,NA,NA
2001,Saskatchewan,Sixth decile,54800,NA,NA
2001,Saskatchewan,Seventh decile,66200,NA,NA
2001,Saskatchewan,Eighth decile,79900,NA,NA
2001,Saskatchewan,Ninth decile,96200,NA,NA
2001,Saskatchewan,Highest decile,148500,NA,NA
2001,Alberta,Total deciles,73100,19.376237623762375,185600
2001,Alberta,Lowest decile,10100,NA,NA
2001,Alberta,Second decile,24500,NA,NA
2001,Alberta,Third decile,34100,NA,NA
2001,Alberta,Fourth decile,44400,NA,NA
2001,Alberta,Fifth decile,56500,NA,NA
2001,Alberta,Sixth decile,68400,NA,NA
2001,Alberta,Seventh decile,81200,NA,NA
2001,Alberta,Eighth decile,96300,NA,NA
2001,Alberta,Ninth decile,119500,NA,NA
2001,Alberta,Highest decile,195700,NA,NA
2001,British Columbia,Total deciles,63400,30.767857142857142,166700
2001,British Columbia,Lowest decile,5600,NA,NA
2001,British Columbia,Second decile,19700,NA,NA
2001,British Columbia,Third decile,28400,NA,NA
2001,British Columbia,Fourth decile,37900,NA,NA
2001,British Columbia,Fifth decile,46900,NA,NA
2001,British Columbia,Sixth decile,57900,NA,NA
2001,British Columbia,Seventh decile,70500,NA,NA
2001,British Columbia,Eighth decile,86100,NA,NA
2001,British Columbia,Ninth decile,109000,NA,NA
2001,British Columbia,Highest decile,172300,NA,NA
2002,Canada,Total deciles,67200,17.6,174300
2002,Canada,Lowest decile,10500,NA,NA
2002,Canada,Second decile,22400,NA,NA
2002,Canada,Third decile,31500,NA,NA
2002,Canada,Fourth decile,40500,NA,NA
2002,Canada,Fifth decile,49800,NA,NA
2002,Canada,Sixth decile,60300,NA,NA
2002,Canada,Seventh decile,72800,NA,NA
2002,Canada,Eighth decile,88600,NA,NA
2002,Canada,Ninth decile,110400,NA,NA
2002,Canada,Highest decile,184800,NA,NA
2002,Atlantic provinces,Total deciles,56800,13.672897196261681,135600
2002,Atlantic provinces,Lowest decile,10700,NA,NA
2002,Atlantic provinces,Second decile,20300,NA,NA
2002,Atlantic provinces,Third decile,27700,NA,NA
2002,Atlantic provinces,Fourth decile,35600,NA,NA
2002,Atlantic provinces,Fifth decile,43000,NA,NA
2002,Atlantic provinces,Sixth decile,51900,NA,NA
2002,Atlantic provinces,Seventh decile,62800,NA,NA
2002,Atlantic provinces,Eighth decile,75600,NA,NA
2002,Atlantic provinces,Ninth decile,93900,NA,NA
2002,Atlantic provinces,Highest decile,146300,NA,NA
2002,Newfoundland and Labrador,Total deciles,55100,14.091836734693878,128300
2002,Newfoundland and Labrador,Lowest decile,9800,NA,NA
2002,Newfoundland and Labrador,Second decile,20000,NA,NA
2002,Newfoundland and Labrador,Third decile,28000,NA,NA
2002,Newfoundland and Labrador,Fourth decile,35500,NA,NA
2002,Newfoundland and Labrador,Fifth decile,42600,NA,NA
2002,Newfoundland and Labrador,Sixth decile,50400,NA,NA
2002,Newfoundland and Labrador,Seventh decile,59700,NA,NA
2002,Newfoundland and Labrador,Eighth decile,73400,NA,NA
2002,Newfoundland and Labrador,Ninth decile,93800,NA,NA
2002,Newfoundland and Labrador,Highest decile,138100,NA,NA
2002,Prince Edward Island,Total deciles,56800,10.984962406015038,132800
2002,Prince Edward Island,Lowest decile,13300,NA,NA
2002,Prince Edward Island,Second decile,21600,NA,NA
2002,Prince Edward Island,Third decile,28900,NA,NA
2002,Prince Edward Island,Fourth decile,35600,NA,NA
2002,Prince Edward Island,Fifth decile,42800,NA,NA
2002,Prince Edward Island,Sixth decile,51800,NA,NA
2002,Prince Edward Island,Seventh decile,62000,NA,NA
2002,Prince Edward Island,Eighth decile,74000,NA,NA
2002,Prince Edward Island,Ninth decile,91500,NA,NA
2002,Prince Edward Island,Highest decile,146100,NA,NA
2002,Nova Scotia,Total deciles,57900,14.327102803738319,142600
2002,Nova Scotia,Lowest decile,10700,NA,NA
2002,Nova Scotia,Second decile,20600,NA,NA
2002,Nova Scotia,Third decile,28100,NA,NA
2002,Nova Scotia,Fourth decile,36100,NA,NA
2002,Nova Scotia,Fifth decile,43300,NA,NA
2002,Nova Scotia,Sixth decile,52300,NA,NA
2002,Nova Scotia,Seventh decile,63900,NA,NA
2002,Nova Scotia,Eighth decile,76000,NA,NA
2002,Nova Scotia,Ninth decile,95000,NA,NA
2002,Nova Scotia,Highest decile,153300,NA,NA
2002,New Brunswick,Total deciles,56400,13.355140186915888,132200
2002,New Brunswick,Lowest decile,10700,NA,NA
2002,New Brunswick,Second decile,19900,NA,NA
2002,New Brunswick,Third decile,26700,NA,NA
2002,New Brunswick,Fourth decile,34800,NA,NA
2002,New Brunswick,Fifth decile,42800,NA,NA
2002,New Brunswick,Sixth decile,52800,NA,NA
2002,New Brunswick,Seventh decile,63400,NA,NA
2002,New Brunswick,Eighth decile,76600,NA,NA
2002,New Brunswick,Ninth decile,92800,NA,NA
2002,New Brunswick,Highest decile,142900,NA,NA
2002,Quebec,Total deciles,58600,13.666666666666666,144400
2002,Quebec,Lowest decile,11400,NA,NA
2002,Quebec,Second decile,21200,NA,NA
2002,Quebec,Third decile,28700,NA,NA
2002,Quebec,Fourth decile,36500,NA,NA
2002,Quebec,Fifth decile,44500,NA,NA
2002,Quebec,Sixth decile,53000,NA,NA
2002,Quebec,Seventh decile,63400,NA,NA
2002,Quebec,Eighth decile,75800,NA,NA
2002,Quebec,Ninth decile,96000,NA,NA
2002,Quebec,Highest decile,155800,NA,NA
2002,Ontario,Total deciles,76100,18.129310344827587,198700
2002,Ontario,Lowest decile,11600,NA,NA
2002,Ontario,Second decile,25200,NA,NA
2002,Ontario,Third decile,35900,NA,NA
2002,Ontario,Fourth decile,45800,NA,NA
2002,Ontario,Fifth decile,56600,NA,NA
2002,Ontario,Sixth decile,68800,NA,NA
2002,Ontario,Seventh decile,83300,NA,NA
2002,Ontario,Eighth decile,99900,NA,NA
2002,Ontario,Ninth decile,123300,NA,NA
2002,Ontario,Highest decile,210300,NA,NA
2002,Prairie provinces,Total deciles,67000,16.740384615384617,163700
2002,Prairie provinces,Lowest decile,10400,NA,NA
2002,Prairie provinces,Second decile,23100,NA,NA
2002,Prairie provinces,Third decile,32300,NA,NA
2002,Prairie provinces,Fourth decile,41300,NA,NA
2002,Prairie provinces,Fifth decile,50900,NA,NA
2002,Prairie provinces,Sixth decile,62100,NA,NA
2002,Prairie provinces,Seventh decile,74800,NA,NA
2002,Prairie provinces,Eighth decile,89800,NA,NA
2002,Prairie provinces,Ninth decile,111000,NA,NA
2002,Prairie provinces,Highest decile,174100,NA,NA
2002,Manitoba,Total deciles,61200,14.75925925925926,148600
2002,Manitoba,Lowest decile,10800,NA,NA
2002,Manitoba,Second decile,22800,NA,NA
2002,Manitoba,Third decile,31000,NA,NA
2002,Manitoba,Fourth decile,38500,NA,NA
2002,Manitoba,Fifth decile,46200,NA,NA
2002,Manitoba,Sixth decile,55200,NA,NA
2002,Manitoba,Seventh decile,67100,NA,NA
2002,Manitoba,Eighth decile,80900,NA,NA
2002,Manitoba,Ninth decile,100100,NA,NA
2002,Manitoba,Highest decile,159400,NA,NA
2002,Saskatchewan,Total deciles,58600,13.62037037037037,136300
2002,Saskatchewan,Lowest decile,10800,NA,NA
2002,Saskatchewan,Second decile,21200,NA,NA
2002,Saskatchewan,Third decile,28800,NA,NA
2002,Saskatchewan,Fourth decile,36800,NA,NA
2002,Saskatchewan,Fifth decile,44600,NA,NA
2002,Saskatchewan,Sixth decile,54100,NA,NA
2002,Saskatchewan,Seventh decile,65600,NA,NA
2002,Saskatchewan,Eighth decile,79000,NA,NA
2002,Saskatchewan,Ninth decile,98400,NA,NA
2002,Saskatchewan,Highest decile,147100,NA,NA
2002,Alberta,Total deciles,71600,18.48,174800
2002,Alberta,Lowest decile,10000,NA,NA
2002,Alberta,Second decile,24100,NA,NA
2002,Alberta,Third decile,34300,NA,NA
2002,Alberta,Fourth decile,44600,NA,NA
2002,Alberta,Fifth decile,55300,NA,NA
2002,Alberta,Sixth decile,67600,NA,NA
2002,Alberta,Seventh decile,80300,NA,NA
2002,Alberta,Eighth decile,96400,NA,NA
2002,Alberta,Ninth decile,118700,NA,NA
2002,Alberta,Highest decile,184800,NA,NA
2002,British Columbia,Total deciles,64700,27.07246376811594,179900
2002,British Columbia,Lowest decile,6900,NA,NA
2002,British Columbia,Second decile,20300,NA,NA
2002,British Columbia,Third decile,28500,NA,NA
2002,British Columbia,Fourth decile,38100,NA,NA
2002,British Columbia,Fifth decile,47600,NA,NA
2002,British Columbia,Sixth decile,58000,NA,NA
2002,British Columbia,Seventh decile,69800,NA,NA
2002,British Columbia,Eighth decile,85100,NA,NA
2002,British Columbia,Ninth decile,106400,NA,NA
2002,British Columbia,Highest decile,186800,NA,NA
2003,Canada,Total deciles,66700,17.12264150943396,170900
2003,Canada,Lowest decile,10600,NA,NA
2003,Canada,Second decile,22300,NA,NA
2003,Canada,Third decile,31300,NA,NA
2003,Canada,Fourth decile,40400,NA,NA
2003,Canada,Fifth decile,49700,NA,NA
2003,Canada,Sixth decile,60300,NA,NA
2003,Canada,Seventh decile,72800,NA,NA
2003,Canada,Eighth decile,88100,NA,NA
2003,Canada,Ninth decile,110100,NA,NA
2003,Canada,Highest decile,181500,NA,NA
2003,Atlantic provinces,Total deciles,56200,14.148514851485148,132800
2003,Atlantic provinces,Lowest decile,10100,NA,NA
2003,Atlantic provinces,Second decile,20300,NA,NA
2003,Atlantic provinces,Third decile,27700,NA,NA
2003,Atlantic provinces,Fourth decile,35700,NA,NA
2003,Atlantic provinces,Fifth decile,43100,NA,NA
2003,Atlantic provinces,Sixth decile,51700,NA,NA
2003,Atlantic provinces,Seventh decile,62200,NA,NA
2003,Atlantic provinces,Eighth decile,75300,NA,NA
2003,Atlantic provinces,Ninth decile,93500,NA,NA
2003,Atlantic provinces,Highest decile,142900,NA,NA
2003,Newfoundland and Labrador,Total deciles,54700,14.308510638297872,125100
2003,Newfoundland and Labrador,Lowest decile,9400,NA,NA
2003,Newfoundland and Labrador,Second decile,19400,NA,NA
2003,Newfoundland and Labrador,Third decile,27300,NA,NA
2003,Newfoundland and Labrador,Fourth decile,35300,NA,NA
2003,Newfoundland and Labrador,Fifth decile,42800,NA,NA
2003,Newfoundland and Labrador,Sixth decile,50600,NA,NA
2003,Newfoundland and Labrador,Seventh decile,60100,NA,NA
2003,Newfoundland and Labrador,Eighth decile,73300,NA,NA
2003,Newfoundland and Labrador,Ninth decile,93800,NA,NA
2003,Newfoundland and Labrador,Highest decile,134500,NA,NA
2003,Prince Edward Island,Total deciles,56500,11.327868852459016,126000
2003,Prince Edward Island,Lowest decile,12200,NA,NA
2003,Prince Edward Island,Second decile,21800,NA,NA
2003,Prince Edward Island,Third decile,29800,NA,NA
2003,Prince Edward Island,Fourth decile,37000,NA,NA
2003,Prince Edward Island,Fifth decile,45000,NA,NA
2003,Prince Edward Island,Sixth decile,52700,NA,NA
2003,Prince Edward Island,Seventh decile,62700,NA,NA
2003,Prince Edward Island,Eighth decile,74500,NA,NA
2003,Prince Edward Island,Ninth decile,91000,NA,NA
2003,Prince Edward Island,Highest decile,138200,NA,NA
2003,Nova Scotia,Total deciles,56900,13.971153846153847,134900
2003,Nova Scotia,Lowest decile,10400,NA,NA
2003,Nova Scotia,Second decile,20500,NA,NA
2003,Nova Scotia,Third decile,27900,NA,NA
2003,Nova Scotia,Fourth decile,36100,NA,NA
2003,Nova Scotia,Fifth decile,42800,NA,NA
2003,Nova Scotia,Sixth decile,51500,NA,NA
2003,Nova Scotia,Seventh decile,63100,NA,NA
2003,Nova Scotia,Eighth decile,76200,NA,NA
2003,Nova Scotia,Ninth decile,95000,NA,NA
2003,Nova Scotia,Highest decile,145300,NA,NA
2003,New Brunswick,Total deciles,56400,14.61,136100
2003,New Brunswick,Lowest decile,10000,NA,NA
2003,New Brunswick,Second decile,20400,NA,NA
2003,New Brunswick,Third decile,27400,NA,NA
2003,New Brunswick,Fourth decile,35100,NA,NA
2003,New Brunswick,Fifth decile,43400,NA,NA
2003,New Brunswick,Sixth decile,52400,NA,NA
2003,New Brunswick,Seventh decile,62500,NA,NA
2003,New Brunswick,Eighth decile,75400,NA,NA
2003,New Brunswick,Ninth decile,91800,NA,NA
2003,New Brunswick,Highest decile,146100,NA,NA
2003,Quebec,Total deciles,58100,13.99074074074074,140300
2003,Quebec,Lowest decile,10800,NA,NA
2003,Quebec,Second decile,21000,NA,NA
2003,Quebec,Third decile,28900,NA,NA
2003,Quebec,Fourth decile,36500,NA,NA
2003,Quebec,Fifth decile,44200,NA,NA
2003,Quebec,Sixth decile,53400,NA,NA
2003,Quebec,Seventh decile,63200,NA,NA
2003,Quebec,Eighth decile,76200,NA,NA
2003,Quebec,Ninth decile,95400,NA,NA
2003,Quebec,Highest decile,151100,NA,NA
2003,Ontario,Total deciles,75700,16.910569105691057,195700
2003,Ontario,Lowest decile,12300,NA,NA
2003,Ontario,Second decile,24700,NA,NA
2003,Ontario,Third decile,35500,NA,NA
2003,Ontario,Fourth decile,46000,NA,NA
2003,Ontario,Fifth decile,56500,NA,NA
2003,Ontario,Sixth decile,69000,NA,NA
2003,Ontario,Seventh decile,82600,NA,NA
2003,Ontario,Eighth decile,99000,NA,NA
2003,Ontario,Ninth decile,123600,NA,NA
2003,Ontario,Highest decile,208000,NA,NA
2003,Prairie provinces,Total deciles,67100,19.06382978723404,169800
2003,Prairie provinces,Lowest decile,9400,NA,NA
2003,Prairie provinces,Second decile,22600,NA,NA
2003,Prairie provinces,Third decile,31400,NA,NA
2003,Prairie provinces,Fourth decile,41200,NA,NA
2003,Prairie provinces,Fifth decile,50400,NA,NA
2003,Prairie provinces,Sixth decile,61600,NA,NA
2003,Prairie provinces,Seventh decile,74300,NA,NA
2003,Prairie provinces,Eighth decile,89500,NA,NA
2003,Prairie provinces,Ninth decile,111500,NA,NA
2003,Prairie provinces,Highest decile,179200,NA,NA
2003,Manitoba,Total deciles,60000,12.854700854700855,138700
2003,Manitoba,Lowest decile,11700,NA,NA
2003,Manitoba,Second decile,22700,NA,NA
2003,Manitoba,Third decile,30500,NA,NA
2003,Manitoba,Fourth decile,39000,NA,NA
2003,Manitoba,Fifth decile,46900,NA,NA
2003,Manitoba,Sixth decile,55900,NA,NA
2003,Manitoba,Seventh decile,66500,NA,NA
2003,Manitoba,Eighth decile,79400,NA,NA
2003,Manitoba,Ninth decile,97100,NA,NA
2003,Manitoba,Highest decile,150400,NA,NA
2003,Saskatchewan,Total deciles,59400,15.326732673267326,144700
2003,Saskatchewan,Lowest decile,10100,NA,NA
2003,Saskatchewan,Second decile,21000,NA,NA
2003,Saskatchewan,Third decile,28600,NA,NA
2003,Saskatchewan,Fourth decile,36500,NA,NA
2003,Saskatchewan,Fifth decile,44900,NA,NA
2003,Saskatchewan,Sixth decile,54900,NA,NA
2003,Saskatchewan,Seventh decile,66100,NA,NA
2003,Saskatchewan,Eighth decile,79800,NA,NA
2003,Saskatchewan,Ninth decile,97700,NA,NA
2003,Saskatchewan,Highest decile,154800,NA,NA
2003,Alberta,Total deciles,72000,23.083333333333332,185500
2003,Alberta,Lowest decile,8400,NA,NA
2003,Alberta,Second decile,23200,NA,NA
2003,Alberta,Third decile,33000,NA,NA
2003,Alberta,Fourth decile,43600,NA,NA
2003,Alberta,Fifth decile,54200,NA,NA
2003,Alberta,Sixth decile,66500,NA,NA
2003,Alberta,Seventh decile,80000,NA,NA
2003,Alberta,Eighth decile,97200,NA,NA
2003,Alberta,Ninth decile,119400,NA,NA
2003,Alberta,Highest decile,193900,NA,NA
2003,British Columbia,Total deciles,63400,21.658227848101266,163200
2003,British Columbia,Lowest decile,7900,NA,NA
2003,British Columbia,Second decile,20400,NA,NA
2003,British Columbia,Third decile,28400,NA,NA
2003,British Columbia,Fourth decile,38200,NA,NA
2003,British Columbia,Fifth decile,47400,NA,NA
2003,British Columbia,Sixth decile,57800,NA,NA
2003,British Columbia,Seventh decile,70600,NA,NA
